order_id,seller_id,customer_id,category,order_date,order_value,quantity
O0030879,S0044,C017194,Sports,2024-01-29,43.23,2
O0006493,S0010,C011194,Toys,2025-11-11,46.79,4
O0028205,S0038,C003898,Grocery,2025-12-18,44.09,2
O0022345,S0031,C007632,Home & Kitchen,2024-02-07,90.64,2
O0014622,S0021,C019716,Beauty,2024-07-15,34.15,2
O0010000,S0015,C009320,Grocery,2024-10-17,96.95,4
O0006863,S0011,C018651,Toys,2024-08-15,136.31,2
O0006453,S0010,C024799,Toys,31-Oct-2025,$39.81,2
O0018410,S0026,C023199,Electronics,2024-10-06,55.5,1
O0037853,S0053,C019944,Books,2024-01-20,82.04,1
O0005026,S0008,C019911,Pet Supplies,2025-10-22,74.48,3
O0036587,S0051,C012699,Sports,2025-05-10,32.89,2
O0027843,S0038,C017832,Grocery,2024-12-10,20.96,1
O0019282,S0027,C006273,Toys,2025-05-05,52.09,1
O0028016,S0038,C022258,Grocery,2025-06-01,106.65,1
O0030114,S0042,C006926,Toys,2025-03-22,62.81,3
O0024371,S0033,C023728,Grocery,2025-12-19,39.09,3
O0023046,S0032,C010477,Automotive,2024-07-22,51.58,3
O0021809,S0030,,Grocery,2024-11-21,$15.73,3
O0040482,S0057,C024544,Beauty,2024-12-13,47.68,4
O0003580,S0006,C005468,Automotive,2024-08-26,70.54,1
O0015182,S0022,C023834,Fashion,2024-05-10,36.16,3
O0037175,S0052,C015857,Pet Supplies,2024-08-12,62.76,1
O0042097,S0059,C016383,Toys,2024-09-06,30.81,2
O0037430,S0052,C017161,Pet Supplies,02/17/2025,46.83,3
O0011092,S0016,C018412,Pet Supplies,2025-05-05,72.47,4
O0027072,S0037,C022729,Grocery,2024-07-06,36.04,1
O0001915,S0003,C005549,Automotive,08-Oct-2025,66.5,3
O0040174,S0057,C017180,Beauty,2024-02-04,47.83,4
O0022660,S0031,C003335,Home & Kitchen,2025-04-09,38.51,1
O0000861,S0002,C009043,Home & Kitchen,2025-03-27,14.39,2
O0020730,S0029,C015122,Toys,2024-04-05,34.9,3
O0030683,S0043,C014661,Home & Kitchen,2025-01-29,$31.56,4
O0038921,S0054,C015671,Automotive,2025-05-02,58.46,4
O0016707,S0023,C001985,Automotive,2025-08-08,38.43,2
O0009473,S0014,C002800,Books,08-Jun-2025,16.16,2
O0014189,S0020,C003961,Toys,2025-01-04,82.04,2
O0005258,S0009,C019790,Electronics,2024-10-19,24.9,1
O0004410,S0007,C012498,Automotive,2025-02-07,44.48,2
O0033401,S0047,C010983,Home & Kitchen,2024-01-06,52.53,4
O0007378,S0011,C009414,Toys,2025-09-25,71.66,2
O0040232,S0057,C006203,Beauty,2024-04-15,57.2,3
O0037579,S0052,C003168,Pet Supplies,2025-06-13,24.69,3
O0024329,S0033,C014805,Grocery,2025-10-16,$44.27,3
O0034181,S0048,C019626,Automotive,2024-11-16,8.74,2
O0018091,S0025,C010225,Automotive,2025-09-20,47.29,3
O0034054,S0048,C001231,Automotive,2024-06-28,$32.72,2
O0024004,S0033,C015541,Grocery,2024-11-27,66.81,3
O0021761,S0030,C014028,Grocery,10/28/2024,39.99,2
O0018070,S0025,C007858,Automotive,2025-08-24,$37.12,1
O0011627,S0017,C017697,Fashion,2024-06-08,106.16,2
O0016760,S0023,C001529,Automotive,2025-09-05,$23.53,3
O0039016,S0054,C006490,Automotive,08/12/2025,53.84,4
O0026826,S0036,,Home & Kitchen,2025-12-01,$53.92,4
O0030149,S0042,C021057,Toys,22-Apr-2025,78.56,1
O0010805,S0016,C024745,Pet Supplies,2024-09-09,53.17,4
O0020671,S0029,C018046,Toys,2024-02-02,67.51,1
O0026162,S0036,C021234,Home & Kitchen,2024-08-25,$42.66,2
O0008067,S0012,C012091,Fashion,2025-02-22,39.26,3
O0016475,S0023,C011262,Automotive,2025-02-24,$40.85,3
O0036678,S0051,C011597,Sports,2025-08-20,35.97,4
O0003460,S0006,C018129,Automotive,05/01/2024,150.33,4
O0024064,S0033,C000142,Grocery,2025-01-21,30.99,3
O0026751,S0036,C015345,Home & Kitchen,2025-10-12,38.28,3
O0041877,S0059,C020444,Toys,25-Jan-2024,79.99,3
O0025364,S0035,C024883,Fashion,2024-07-24,65.1,3
O0021548,S0030,C012264,Grocery,2024-04-06,31.78,2
O0018186,S0025,C023924,Automotive,2025-11-11,$11.86,1
O0024642,S0034,C018379,Beauty,2024-08-17,17.66,2
O0024121,S0033,C013032,Grocery,2025-03-21,35.36,3
O0000930,S0002,C018753,Home & Kitchen,2025-06-20,$41.43,2
O0035276,S0049,C014004,Pet Supplies,2025-11-05,34.19,1
O0023585,S0032,C022017,Automotive,2025-09-02,89.42,1
O0018426,S0026,C010095,Electronics,2024-10-17,43.27,2
O0034018,S0048,C014130,Automotive,2024-04-05,$58.25,1
O0035614,S0050,C001658,Fashion,2024-12-19,66.22,4
O0029519,S0041,C020354,Automotive,2025-09-11,48.73,1
O0011950,S0017,C023972,Fashion,2025-03-22,$50.55,1
O0007929,S0012,C008604,Fashion,2024-10-08,$117.91,4
O0025113,S0034,C018329,Beauty,2025-10-28,17.9,2
O0011399,S0016,C002898,Pet Supplies,2025-12-25,$13.38,3
O0040039,S0056,C007763,Automotive,2025-08-09,39.23,3
O0000985,S0002,C014246,Home & Kitchen,2025-08-10,62.67,3
O0036694,S0051,C017149,Sports,2025-08-02,19.11,2
O0019805,S0028,C007090,Beauty,2024-07-28,51.44,3
O0028638,S0040,C003785,Electronics,2024-03-26,$38.94,1
O0007968,S0012,C009432,Fashion,2024-11-10,56.12,4
O0024435,S0034,C004859,Beauty,2024-02-05,$75.47,4
O0011493,S0017,C000687,Fashion,03/08/2024,89.28,4
O0019590,S0028,C002150,Beauty,2024-03-13,$83.70,1
O0012254,S0017,C014572,Fashion,11/25/2025,52.55,4
O0033713,S0047,C014391,Home & Kitchen,2025-03-16,31.56,1
O0011145,S0016,C014920,Pet Supplies,06/24/2025,29.03,2
O0027527,S0038,C010830,Grocery,2024-01-10,37.93,3
O0024017,S0033,C013915,Grocery,2024-12-23,22.91,3
O0034171,S0048,C008742,Automotive,2024-10-18,22.28,4
O0015935,S0022,C018501,Fashion,2025-11-25,55.63,2
O0028425,S0039,C024496,Automotive,2025-02-08,88.98,1
O0040818,S0057,C006391,Beauty,2025-10-12,$59.68,1
O0027982,S0038,C007181,Grocery,2025-05-11,59.93,2
O0036333,S0051,C023981,Sports,10/15/2024,53.96,4
O0035140,S0049,C001207,Pet Supplies,2025-07-25,52.04,3
O0000607,S0002,C017362,Home & Kitchen,2024-05-13,$30.04,3
O0032089,S0045,C011650,Automotive,2025-05-29,49.52,3
O0015385,S0022,C018233,Fashion,2024-10-18,40.62,3
O0005458,S0009,C022384,Electronics,2025-08-05,69.4,3
O0013988,S0020,C000098,Toys,2024-05-05,81.36,1
O0004673,S0008,C012564,Pet Supplies,2024-05-27,44.37,2
O0009743,S0015,C002284,Grocery,2024-02-02,126.91,3
O0015309,S0022,C023984,Fashion,2024-08-26,26.75,2
O0011599,S0017,C015769,Fashion,2024-06-27,50.28,2
O0014564,S0021,C013659,Beauty,2024-05-18,38.63,3
O0039410,S0055,C005536,Books,2024-12-30,81.89,3
O0021092,S0029,C004305,Toys,03/13/2025,51.0,4
O0025710,S0035,C009520,Fashion,2025-07-13,27.94,3
O0011073,S0016,C022624,Pet Supplies,2025-04-24,$25.64,3
O0037196,S0052,C001525,Pet Supplies,22-Sep-2024,82.19,3
O0013212,S0019,C018261,Fashion,2024-09-19,49.94,3
O0027709,S0038,C021904,Grocery,2024-07-08,20.67,3
O0005415,S0009,C004658,Electronics,2025-06-06,88.49,3
O0008740,S0013,C012064,Pet Supplies,2025-04-26,58.82,4
O0035405,S0050,C023409,Fashion,04/21/2024,$54.17,3
O0020990,S0029,C019642,Toys,2024-12-12,21.4,2
O0037756,S0052,C001194,Pet Supplies,2025-10-29,49.9,3
O0029020,S0040,C012279,Electronics,2025-06-21,68.23,4
O0010214,S0015,C006904,Grocery,2025-04-16,67.53,1
O0030505,S0043,C020108,Home & Kitchen,2024-02-24,50.02,1
O0006200,S0010,C001295,Toys,07-Mar-2025,33.68,1
O0006594,S0011,C017103,Toys,2024-01-02,42.84,3
O0001187,S0003,C009840,Automotive,2024-04-22,36.32,4
O0023795,S0033,C014567,Grocery,2024-04-04,79.37,1
O0007191,S0011,C014294,Toys,2025-05-31,60.66,4
O0033406,S0047,C004156,Home & Kitchen,2024-01-03,19.37,2
O0013699,S0019,C005709,Fashion,2025-09-28,58.4,4
O0000183,S0001,C011107,Electronics,2024-09-14,48.49,4
O0019849,S0028,C016658,Beauty,31-Aug-2024,$75.31,3
O0004618,S0008,C008978,Pet Supplies,2024-02-11,$26.52,2
O0024738,S0034,C014825,Beauty,2024-11-30,$141.24,4
O0026282,S0036,C020509,Home & Kitchen,2024-10-22,$34.71,2
O0036487,S0051,C014531,Sports,2025-02-11,31.96,2
O0008517,S0013,C021540,Pet Supplies,2024-04-25,11.78,2
O0020709,S0029,C022841,Toys,2024-03-26,29.47,1
O0030238,S0042,C019713,Toys,2025-07-23,102.21,3
O0002769,S0005,C015642,Beauty,2024-07-17,42.78,3
O0011849,S0017,C024828,Fashion,2025-01-07,$36.08,4
O0015516,S0022,C004237,Fashion,2025-01-15,22.6,4
O0040714,S0057,C001500,Beauty,01-Jun-2025,66.18,3
O0007919,S0012,C012402,Fashion,10/15/2024,$51.66,4
O0022971,S0032,C003778,Automotive,2024-05-15,$89.19,3
O0038257,S0054,C016615,Automotive,01/14/2024,80.99,2
O0029202,S0041,C009236,Automotive,18-Jan-2024,20.24,2
O0035583,S0050,C015812,Fashion,2024-10-30,14.81,1
O0027915,S0038,C002824,Grocery,2025-03-20,23.4,1
O0014494,S0021,C009873,Beauty,2024-02-06,45.43,4
O0003557,S0006,C000154,Automotive,2024-07-14,41.21,3
O0003096,S0005,C018244,Beauty,2025-07-27,$50.99,2
O0004702,S0008,C006444,Pet Supplies,2024-06-03,$58.88,2
O0037545,S0052,C004602,Pet Supplies,2025-05-31,65.59,2
O0034786,S0049,C011704,Pet Supplies,2024-08-13,$39.44,2
O0043034,S0060,C014949,Books,09/27/2025,9.48,2
O0025743,S0035,C010197,Fashion,2025-08-09,65.13,3
O0037696,S0052,C002511,Pet Supplies,2025-09-22,23.11,4
O0007521,S0012,C002466,Fashion,2024-01-24,45.58,2
O0037413,S0052,C016429,Pet Supplies,2025-02-10,69.61,4
O0035733,S0050,C004641,Fashion,2025-03-22,29.51,1
O0031313,S0044,C000424,Sports,2025-08-25,66.78,4
O0018635,S0026,C014611,Electronics,2025-08-21,1716.15,2
O0011344,S0016,C016476,Pet Supplies,2025-11-16,26.37,1
O0012310,S0018,C017842,Sports,2024-01-05,61.58,3
O0015807,S0022,C021073,Fashion,2025-08-11,36.83,3
O0004609,S0008,C024169,Pet Supplies,2024-02-04,19.5,4
O0011060,S0016,C023037,Pet Supplies,2025-04-30,51.0,1
O0015912,S0022,C009088,Fashion,2025-11-17,$43.15,1
O0007552,S0012,C008576,Fashion,2024-02-01,93.76,1
O0039763,S0056,C013749,Automotive,20-Jul-2024,23.11,4
O0042395,S0059,C018947,Toys,08/01/2025,22.21,3
O0019630,S0028,C018904,Beauty,2024-04-01,23.18,3
O0009480,S0014,C000589,Books,2025-06-01,104.28,1
O0000511,S0002,C023092,Home & Kitchen,2024-01-27,$42.09,1
O0006609,S0011,C014722,Toys,2024-02-14,47.3,1
O0014348,S0020,C002877,Toys,2025-08-05,18.14,3
O0005179,S0009,C011555,Electronics,06/26/2024,31.49,4
O0028014,S0038,C011540,Grocery,2025-06-13,50.6,3
O0017241,S0024,C013748,Grocery,2025-04-17,73.47,1
O0014587,S0021,C009665,Beauty,14-Jun-2024,28.99,2
O0012898,S0019,C010259,Fashion,2024-02-05,$23.05,3
O0002653,S0005,C019278,Beauty,2024-03-31,64.48,1
O0032730,S0046,C002342,Sports,2024-07-14,$98.82,2
O0019313,S0027,C001907,Toys,2025-07-13,$43.60,2
O0003983,S0006,C001624,Automotive,2025-06-02,42.11,4
O0022289,S0030,C001848,Grocery,27-Dec-2025,39.44,3
O0000651,S0002,C000583,Home & Kitchen,2024-06-21,21.18,1
O0009272,S0014,C017147,Books,2024-11-10,92.45,1
O0026953,S0037,C024079,Grocery,2024-03-22,$98.49,2
O0038385,S0054,C006224,Automotive,2024-03-10,$20.66,1
O0007811,S0012,C018998,Fashion,2024-07-02,51.64,1
O0000878,S0002,C003683,Home & Kitchen,2025-04-03,43.72,1
O0014090,S0020,C019616,Toys,2024-09-05,37.36,4
O0029109,S0040,C014286,Electronics,10/29/2025,15.73,2
O0001753,S0003,C020332,Automotive,2025-06-15,111.26,2
O0018666,S0026,C022384,Electronics,2025-09-29,35.28,4
O0033339,S0046,C004624,Sports,2025-11-08,52.38,3
O0024103,S0033,C017644,Grocery,2025-03-14,$43.67,1
O0007679,S0012,C014815,Fashion,2024-04-26,54.0,4
O0033046,S0046,C003606,Sports,2025-03-14,28.34,3
O0020947,S0029,C006083,Toys,2024-10-07,27.55,4
O0016489,S0023,C000743,Automotive,2025-02-08,$15.65,4
O0001392,S0003,C010115,Automotive,2024-09-16,16.78,3
O0027488,S0037,C014257,Grocery,2025-12-30,65.36,4
O0031485,S0045,C001575,Automotive,2024-01-06,$22.79,1
O0008980,S0014,C006455,Books,2024-03-22,$19.01,2
O0033223,S0046,C011113,Sports,2025-08-24,42.31,2
O0010849,S0016,C001464,Pet Supplies,2024-10-24,82.65,4
O0030790,S0043,C018854,Home & Kitchen,2025-07-26,85.13,1
O0000073,S0001,C013814,Electronics,2024-04-25,15.11,3
O0004968,S0008,C010757,Pet Supplies,2025-07-16,61.51,4
O0013149,S0019,C003041,Fashion,2024-08-20,30.8,1
O0017417,S0024,C002926,Grocery,11/12/2025,56.2,3
O0008774,S0013,C005035,Pet Supplies,2025-06-07,74.31,1
O0019342,S0027,C007752,Toys,2025-07-21,85.16,2
O0011066,S0016,C011121,Pet Supplies,2025-04-06,17.88,1
O0009082,S0014,C002905,Books,2024-06-20,67.22,2
O0023082,S0032,C016064,Automotive,2024-08-01,52.34,3
O0029339,S0041,C005735,Automotive,2024-10-31,42.23,3
O0034388,S0048,C014239,Automotive,2025-06-21,31.16,1
O0003035,S0005,C018784,Beauty,2025-04-18,124.03,1
O0003525,S0006,C024419,Automotive,2024-06-15,29.44,4
O0042081,S0059,C003164,Toys,2024-09-02,23.0,1
O0022320,S0031,C007897,Home & Kitchen,2024-01-29,15.82,1
O0031272,S0044,C017164,Sports,2025-06-09,39.82,2
O0000446,S0001,C024799,Electronics,2025-10-27,32.74,1
O0037267,S0052,C014005,Pet Supplies,10/24/2024,$53.59,3
O0022059,S0030,C010485,Grocery,06/04/2025,63.85,1
O0029122,S0040,C022650,Electronics,2025-10-15,31.66,3
O0029301,S0041,C006635,Automotive,2024-08-08,58.19,2
O0035416,S0050,C005910,Fashion,10-Apr-2024,$55.17,4
O0036829,S0051,C003709,Sports,2025-12-05,36.09,3
O0018864,S0027,C024944,Toys,04-Apr-2024,32.83,1
O0013702,S0019,C024026,Fashion,14-Sep-2025,$48.34,1
O0027767,S0038,C001074,Grocery,2024-09-30,25.18,3
O0004166,S0006,C020687,Automotive,2025-11-06,50.63,1
O0019235,S0027,C023356,Toys,2025-04-07,16.83,2
O0026036,S0036,C008195,Home & Kitchen,2024-04-29,92.03,1
O0024897,S0034,C000923,Beauty,27-Mar-2025,46.24,1
O0039221,S0055,C010381,Books,2024-02-21,68.28,2
O0036185,S0051,C022736,Sports,2024-06-12,$18.88,3
O0024317,S0033,C015364,Grocery,2025-09-15,18.99,4
O0001368,S0003,C018675,Automotive,09-Aug-2024,17.17,2
O0038060,S0053,C016254,Books,2025-01-14,51.07,3
O0039784,S0056,C022003,Automotive,2024-08-11,30.5,4
O0017512,S0025,C019509,Automotive,2024-03-19,32.43,1
O0036921,S0052,C003298,Pet Supplies,2024-02-06,$52.50,4
O0018884,S0027,C006589,Toys,24-May-2024,$71.81,2
O0040885,S0057,C012624,Beauty,12/09/2025,74.43,2
O0003449,S0006,C014569,Automotive,2024-05-20,58.75,4
O0002311,S0004,C022312,Electronics,2024-12-31,20.84,4
O0033298,S0046,C024397,Sports,2025-10-21,$65.32,1
O0019082,S0027,C011463,Toys,2024-11-21,18.31,1
O0019711,S0028,C017499,Beauty,2024-05-15,21.96,2
O0033360,S0046,,Sports,2025-12-28,32.44,1
O0026177,S0036,C018369,Home & Kitchen,2024-08-29,$41.18,2
O0036420,S0051,C024045,Sports,12/05/2024,50.26,4
O0038264,S0054,C010708,Automotive,2024-01-10,$57.11,2
O0005450,S0009,C024628,Electronics,24-Jul-2025,23.09,4
O0013426,S0019,C006211,Fashion,2025-03-06,$42.71,4
O0038101,S0053,C012474,Books,2025-03-01,$33.63,4
O0016731,S0023,C009424,Automotive,04-Aug-2025,13.63,2
O0027308,S0037,C002333,Grocery,2025-04-18,45.42,3
O0029232,S0041,C004028,Automotive,2024-03-31,75.2,1
O0021782,S0030,C008468,Grocery,2024-11-06,20.33,1
O0016458,S0023,C008115,Automotive,01/01/2025,44.43,3
O0008022,S0012,C024535,Fashion,2025-01-16,32.63,2
O0015526,S0022,C013170,Fashion,2025-01-28,74.78,4
O0033487,S0047,C004977,Home & Kitchen,05/19/2024,28.0,3
O0035000,S0049,C008867,Pet Supplies,03/20/2025,66.56,3
O0002138,S0004,C002439,Electronics,2024-06-04,31.49,2
O0012175,S0017,C006542,Fashion,09/12/2025,37.8,3
O0040371,S0057,C022142,Beauty,2024-08-19,$20.37,1
O0004911,S0008,C012536,Pet Supplies,2025-04-02,$36.85,3
O0001281,S0003,C005310,Automotive,28-Jun-2024,64.14,2
O0024476,S0034,C020660,Beauty,2024-03-15,33.43,1
O0010775,S0016,C019155,Pet Supplies,2024-08-23,$112.30,1
O0002293,S0004,C012356,Electronics,2024-11-14,$27.04,1
O0025767,S0035,C024082,Fashion,2025-09-15,57.73,2
O0018702,S0026,C015958,Electronics,2025-11-28,13.32,2
O0042378,S0059,C014666,Toys,2025-07-04,39.0,2
O0002851,S0005,C022657,Beauty,2024-10-23,68.94,3
O0025215,S0035,C006332,Fashion,02/28/2024,39.31,2
O0002462,S0004,C024698,Electronics,2025-07-15,60.57,2
O0037787,S0052,C019652,Pet Supplies,11/20/2025,30.47,2
O0001734,S0003,C005608,Automotive,2025-05-15,29.49,3
O0033351,S0046,C011732,Sports,2025-12-10,$80.31,2
O0041789,S0058,C007022,Beauty,21-Nov-2025,$31.93,1
O0027725,S0038,C022933,Grocery,08/02/2024,26.64,1
O0011028,S0016,C019938,Pet Supplies,2025-03-20,112.51,2
O0013132,S0019,C012647,Fashion,2024-07-17,$86.15,1
O0036735,S0051,C017979,Sports,2025-09-07,62.83,4
O0009013,S0014,C019184,Books,2024-04-08,34.96,2
O0030799,S0043,C000975,Home & Kitchen,2025-08-07,74.86,4
O0024558,S0034,C024778,Beauty,05/18/2024,35.45,2
O0001211,S0003,C016112,Automotive,2024-05-31,57.45,4
O0020517,S0028,C016218,Beauty,2025-11-04,44.9,4
O0030656,S0043,C013932,Home & Kitchen,11/14/2024,35.24,2
O0019684,S0028,C008264,Beauty,2024-05-17,$75.95,4
O0031010,S0044,C006350,Sports,2024-06-07,72.83,1
O0030378,S0042,C003566,Toys,2025-10-04,66.93,2
O0032766,S0046,C000943,Sports,2024-08-24,31.9,4
O0026217,S0036,C010325,Home & Kitchen,2024-09-17,45.53,4
O0041895,S0059,C011491,Toys,2024-02-15,96.48,4
O0022153,S0030,C020348,Grocery,2025-08-11,53.12,1
O0020404,S0028,C005791,Beauty,2025-08-08,77.56,2
O0013388,S0019,C000094,Fashion,2025-02-14,33.9,2
O0020559,S0028,C001704,Beauty,2025-12-15,51.01,1
O0012982,S0019,C020250,Fashion,04/27/2024,16.42,2
O0041640,S0058,C010861,Beauty,20-Jul-2025,97.23,2
O0029514,S0041,C019382,Automotive,2025-09-10,32.52,3
O0021075,S0029,C010806,Toys,2025-02-27,$16.71,1
O0017007,S0024,C013751,Grocery,2024-05-15,30.15,4
O0040018,S0056,C006118,Automotive,2025-07-19,29.8,1
O0008828,S0013,C021264,Pet Supplies,2025-09-27,23.21,1
O0010321,S0015,C020469,Grocery,2025-08-21,15.88,4
O0020484,S0028,C006791,Beauty,2025-10-11,56.77,2
O0026771,S0036,C008345,Home & Kitchen,2025-10-24,21.02,2
O0036514,S0051,C017806,Sports,03/23/2025,$91.29,4
O0009382,S0014,C001452,Books,2025-03-27,29.74,1
O0039470,S0055,C023910,Books,2025-04-17,22.63,1
O0039880,S0056,C003407,Automotive,2025-01-14,24.08,2
O0011178,S0016,C002756,Pet Supplies,2025-07-23,14.18,2
O0016715,S0023,C016600,Automotive,2025-08-07,27.98,3
O0009373,S0014,C008942,Books,2025-03-17,56.15,3
O0029005,S0040,C000127,Electronics,2025-05-16,54.22,1
O0028810,S0040,C020411,Electronics,2024-09-09,49.71,1
O0013418,S0019,C018474,Fashion,2025-02-11,$32.17,3
O0030896,S0044,C019143,Sports,2024-01-28,65.07,2
O0029523,S0041,C000282,Automotive,23-Sep-2025,83.11,3
O0027962,S0038,C006909,Grocery,2025-05-18,48.47,2
O0034860,S0049,C013960,Pet Supplies,2024-10-01,73.25,2
O0020278,S0028,C002990,Beauty,2025-05-08,32.04,2
O0037721,S0052,C013188,Pet Supplies,2025-09-21,18.59,3
O0021164,S0029,C021790,Toys,25-May-2025,$36.24,3
O0035154,S0049,C000714,Pet Supplies,2025-07-27,48.85,3
O0026369,S0036,C023489,Home & Kitchen,2024-12-15,51.93,2
O0041974,S0059,C023417,Toys,2024-04-09,29.82,4
O0005483,S0009,C024624,Electronics,2025-09-14,30.19,2
O0019483,S0027,C019852,Toys,2025-12-10,34.49,2
O0035647,S0050,C007658,Fashion,01/31/2025,$23.18,4
O0011225,S0016,C001637,Pet Supplies,2025-08-30,25.03,3
O0000696,S0002,C022481,Home & Kitchen,2024-09-24,61.61,2
O0039889,S0056,C005816,Automotive,2025-01-05,23.56,2
O0039857,S0056,C008245,Automotive,08-Dec-2024,76.11,3
O0009276,S0014,C008930,Books,2024-11-22,46.88,3
O0011922,S0017,C003909,Fashion,2025-03-10,35.79,2
O0011925,S0017,C023201,Fashion,2025-03-01,60.88,2
O0028902,S0040,C001074,Electronics,2025-01-04,70.73,3
O0039814,S0056,C011024,Automotive,2024-09-12,92.27,2
O0041161,S0058,C010267,Beauty,2024-07-23,$34.87,1
O0001635,S0003,C008765,Automotive,2025-03-23,40.85,1
O0034744,S0049,C014244,Pet Supplies,2024-07-12,49.63,1
O0022504,S0031,C009977,Home & Kitchen,2024-09-23,37.09,4
O0012181,S0017,C018804,Fashion,24-Sep-2025,$24.48,1
O0028824,S0040,C000067,Electronics,2024-10-06,38.24,3
O0009787,S0015,C014966,Grocery,2024-03-16,$44.17,3
O0009899,S0015,C009264,Grocery,2024-07-10,76.95,4
O0032364,S0045,C015275,Automotive,2025-10-12,20.8,1
O0004694,S0008,,Pet Supplies,2024-06-06,37.61,2
O0015531,S0022,C012569,Fashion,2025-01-21,$113.51,2
O0029474,S0041,C024755,Automotive,2025-07-31,18.94,3
O0018534,S0026,C014944,Electronics,2025-03-24,$20.98,4
O0015186,S0022,C009765,Fashion,2024-05-27,$55.07,1
O0039089,S0054,C012433,Automotive,2025-10-04,60.4,4
O0015096,S0022,C014423,Fashion,2024-03-17,$57.11,1
O0035463,S0050,C013590,Fashion,2024-06-06,45.01,1
O0003485,S0006,C019575,Automotive,2024-06-20,13.55,4
O0017799,S0025,C021919,Automotive,2024-12-26,50.13,1
O0017227,S0024,C000632,Grocery,15-Mar-2025,74.43,3
O0028580,S0039,C007415,Automotive,12/14/2025,$53.44,3
O0024233,S0033,C006684,Grocery,2025-07-22,53.66,1
O0018897,S0027,C022830,Toys,2024-05-03,31.03,3
O0015452,S0022,C010018,Fashion,2024-11-03,99.03,3
O0006182,S0010,C003466,Toys,2025-03-14,3839.76,3
O0030275,S0042,C013105,Toys,2025-08-04,91.85,2
O0021620,S0030,C018003,Grocery,2024-06-24,$17.76,4
O0028648,S0040,C013300,Electronics,2024-03-29,89.72,3
O0006018,S0010,C006881,Toys,2024-11-11,61.65,4
O0006164,S0010,C020322,Toys,2025-02-26,30.63,3
O0005546,S0009,C014265,Electronics,14-Dec-2025,43.17,3
O0023519,S0032,C005949,Automotive,07/16/2025,26.38,2
O0017958,S0025,,Automotive,05/08/2025,15.12,1
O0034819,S0049,C004843,Pet Supplies,2024-09-04,69.3,3
O0036080,S0051,C007336,Sports,2024-02-14,47.6,2
O0007451,S0011,C005404,Toys,2025-11-10,23.09,1
O0027424,S0037,C021424,Grocery,2025-09-17,68.51,4
O0039170,S0054,C003232,Automotive,2025-12-14,99.57,4
O0021615,S0030,C024403,Grocery,2024-06-21,29.09,1
O0000189,S0001,C016627,Electronics,19-Sep-2024,40.54,2
O0014897,S0021,C011660,Beauty,2025-08-29,32.18,4
O0026643,S0036,C019321,Home & Kitchen,2025-07-14,58.27,1
O0006795,S0011,C018232,Toys,2024-06-11,36.62,4
O0023272,S0032,C019194,Automotive,2025-01-18,$29.71,2
O0012189,S0017,C010157,Fashion,2025-09-03,76.14,3
O0009932,S0015,C008220,Grocery,2024-07-10,74.13,1
O0013464,S0019,C012209,Fashion,04-Mar-2025,30.61,4
O0026216,S0036,C012535,Home & Kitchen,2024-09-01,100.89,1
O0005225,S0009,C021174,Electronics,2024-08-08,$44.96,2
O0041333,S0058,C010946,Beauty,2024-11-21,27.48,1
O0020292,S0028,C018687,Beauty,2025-06-08,37.83,1
O0029925,S0042,C002322,Toys,2024-09-12,50.99,4
O0040129,S0057,C009274,Beauty,2024-01-11,$13.76,3
O0036055,S0051,C008178,Sports,2024-02-11,71.62,3
O0040901,S0057,C014597,Beauty,2025-12-18,$43.68,4
O0029220,S0041,,Automotive,2024-02-19,79.07,1
O0003885,S0006,C002150,Automotive,2025-03-31,47.37,4
O0010335,S0015,C000121,Grocery,2025-08-21,69.48,2
O0020223,S0028,,Beauty,2025-04-19,21.14,2
O0024295,S0033,C021924,Grocery,05-Aug-2025,18.3,2
O0020283,S0028,C008399,Beauty,2025-06-04,23.17,2
O0018530,S0026,C017359,Electronics,03/17/2025,28.06,2
O0010923,S0016,C005795,Pet Supplies,2024-12-18,22.27,2
O0041828,S0058,C003375,Beauty,2025-12-01,55.57,3
O0002989,S0005,C015180,Beauty,2025-02-07,29.25,4
O0003327,S0006,C018757,Automotive,2024-02-10,78.28,4
O0026986,S0037,C012203,Grocery,2024-04-13,18.04,3
O0036294,S0051,C019417,Sports,2024-09-26,54.13,1
O0013956,S0020,C010790,Toys,2024-04-20,54.62,1
O0025047,S0034,C023808,Beauty,2025-08-02,37.13,1
O0021404,S0029,C012412,Toys,2025-12-11,88.84,2
O0000404,S0001,C002776,Electronics,2025-08-13,17.01,2
O0025345,S0035,C000885,Fashion,21-Jul-2024,$23.04,1
O0011212,S0016,C018224,Pet Supplies,08/13/2025,66.57,4
O0012925,S0019,,Fashion,2024-02-14,$48.22,2
O0042292,S0059,C005169,Toys,2025-04-23,$28.76,2
O0005764,S0010,C000683,Toys,2024-05-24,27.3,4
O0029308,S0041,C020918,Automotive,2024-08-01,20.59,3
O0029379,S0041,C023353,Automotive,2025-01-18,67.67,2
O0041483,S0058,C010335,Beauty,2025-04-02,44.07,4
O0038121,S0053,C020077,Books,2025-04-07,$91.18,2
O0040177,S0057,C008833,Beauty,2024-02-08,66.02,2
O0024367,S0033,C006358,Grocery,23-Dec-2025,71.12,3
O0028215,S0038,C003763,Grocery,2025-12-10,37.72,3
O0030435,S0042,C002467,Toys,12/15/2025,122.12,3
O0028126,S0038,C013410,Grocery,2025-10-06,38.56,3
