return_id,order_id,seller_id,return_date,return_reason,refund_amount,return_status
R0003238,O0033901,S0047,2026-01-03,Counterfeit suspected,43.62,Completed
R0003701,O0037253,S0052,2024-11-04,Missing parts/accessories,17.91,Complete
R0001181,O0014577,S0021,2024-05-11,Changed my mind,58.03,Complete
R0002253,O0025021,S0034,2025-07-03,Wrong item shipped,72.66,Completed
R0001058,O0012873,S0019,2024-01-28,Quality below expectation,35.03,Completed
R0004402,O0042573,S0060,2024-03-07,Damaged on arrival,8.0,Completed
R0003453,O0035111,S0049,2025-06-19,Missing parts/accessories,27.85,Completed
R0000086,O0001323,S0003,2024-07-15,Better price found elsewhere,43.17,Pending
R0003801,O0038455,S0054,2024-06-11,Unknown,87.56,Completed
R0002531,O0027499,S0037,2025-12-19,Damaged on arrival,43.41,Complete
R0004370,O0042441,S0059,2025-09-14,Quality below expectation,26.9,Complete
R0000140,O0001665,S0003,2025-05-03,Size/fit issue,19.18,Completed
R0001755,O0019321,S0027,2025-07-08,Wrong item shipped,100.51,Completed
R0000937,O0011520,S0017,2024-05-01,Changed my mind,45.56,Completed
R0003989,O0039165,S0054,2025-12-29,Better price found elsewhere,16.29,Completed
R0002832,O0029325,S0041,2024-11-07,Item not as described,45.87,Rejected
R0003676,O0036475,S0051,2025-03-08,Better price found elsewhere,38.24,Complete
R0001033,O0012550,S0018,2024-12-11,Unknown,39.81,Completed
R0001263,O0015091,S0022,2024-03-14,Quality below expectation,36.49,Completed
R0001501,O0017618,S0025,2024-06-20,Item not as described,18.08,Completed
R0002633,O0028457,S0039,2025-05-14,Quality below expectation,56.75,Completed
R0002773,O0029025,S0040,2025-06-28,Counterfeit suspected,99.08,Completed
R0001543,O0017836,S0025,2025-01-31,Quality below expectation,16.75,Completed
R0003942,O0038986,S0054,2025-08-05,Better price found elsewhere,48.32,Completed
R0002660,O0028541,S0039,2025-10-29,Wrong item shipped,42.89,Completed
R0002866,O0029760,S0042,2024-05-19,Missing parts/accessories,69.93,Completed
R0002845,O0029402,S0041,2025-03-12,Counterfeit suspected,34.46,Completed
R0001923,O0021628,S0030,2024-06-18,Size/fit issue,62.63,Completed
R0003450,O0035103,S0049,2025-06-19,Quality below expectation,66.85,Completed
R0002385,O0026030,S0036,2024-04-20,Size/fit issue,59.99,Completed
R0001378,O0016404,S0023,2024-12-16,Unknown,47.26,Completed
R0004224,O0041437,S0058,2025-02-19,Size/fit issue,34.34,Completed
R0001496,O0017603,S0025,2024-07-06,Late delivery,39.85,Rejected
R0001777,O0019776,S0028,2024-07-30,Better price found elsewhere,34.21,Pending
R0003263,O0034185,S0048,2024-12-01,Missing parts/accessories,67.97,Pending
R0003931,O0038937,S0054,2025-06-12,Missing parts/accessories,78.32,Completed
R0000333,O0004111,S0006,2025-10-24,Late delivery,35.56,Completed
R0002606,O0028334,S0039,2024-08-24,Quality below expectation,45.71,Pending
R0003975,O0039127,S0054,2025-12-04,Damaged on arrival,42.56,Completed
R0002635,O0028461,S0039,2025-05-02,Missing parts/accessories,100.99,Complete
R0002395,O0026107,S0036,2024-06-11,Better price found elsewhere,22.28,Completed
R0004354,O0042397,S0059,2025-08-14,Counterfeit suspected,35.73,Complete
R0002555,O0027749,S0038,2024-09-23,Changed my mind,21.88,Completed
R0001602,O0018091,S0025,2025-10-02,Damaged on arrival,40.62,Completed
R0002174,O0024512,S0034,2024-04-11,Better price found elsewhere,53.77,Completed
R0003331,O0034676,S0049,2024-06-08,Damaged on arrival,25.13,Complete
R0002572,O0027944,S0038,2025-05-02,Damaged on arrival,32.48,Completed
R0003090,O0032154,S0045,2025-07-15,Changed my mind,24.46,Completed
R0003419,O0034988,S0049,2025-02-28,Missing parts/accessories,31.4,Completed
R0001886,O0021202,S0029,2025-06-13,Size/fit issue,40.9,Completed
R0000765,O0008995,S0014,2024-04-07,Damaged on arrival,41.88,Completed
R0002508,O0027236,S0037,2025-02-19,Wrong item shipped,7.3,Completed
R0001290,O0015220,S0022,2024-05-26,Changed my mind,35.62,Completed
R0001966,O0022247,S0030,2025-11-22,Item not as described,77.39,Completed
R0001606,O0018125,S0025,2025-11-05,Quality below expectation,40.77,Completed
R0002869,O0029794,S0042,2024-06-20,Changed my mind,65.93,Completed
R0004065,O0040356,S0057,2024-07-30,Late delivery,14.94,Completed
R0003782,O0038390,S0054,2024-04-27,Wrong item shipped,20.3,Completed
R0001976,O0022343,S0031,2024-03-07,Damaged on arrival,35.37,Complete
R0001938,O0021715,S0030,2024-09-10,Changed my mind,87.44,Completed
R0000922,O0011392,S0016,2025-12-04,Changed my mind,20.5,Rejected
R0001264,O0015095,S0022,2024-04-13,Damaged on arrival,36.43,Completed
R0001411,O0016815,S0023,2025-11-27,Quality below expectation,36.74,Completed
R0001306,O0015389,S0022,2024-11-01,Wrong item shipped,25.74,Pending
R0003073,O0032007,S0045,2025-02-25,Size/fit issue,47.52,Rejected
R0004159,O0040880,S0057,2025-11-19,Damaged on arrival,50.11,Pending
R0001667,O0018541,S0026,2025-04-03,Damaged on arrival,40.02,Completed
R0001975,O0022311,S0030,2026-01-12,Late delivery,39.95,Completed
R0000815,O0009508,S0014,2025-07-14,Changed my mind,25.41,Completed
R0003530,O0035517,S0050,2024-08-26,Damaged on arrival,49.65,Completed
R0002110,O0023995,S0033,2024-11-18,Damaged on arrival,82.34,Completed
R0001200,O0014730,S0021,2025-01-06,Better price found elsewhere,24.62,Rejected
R0002089,O0023765,S0033,2024-02-24,Better price found elsewhere,131.97,Completed
R0003350,O0034748,S0049,2024-07-11,Size/fit issue,62.18,Completed
R0002470,O0026981,S0037,2024-04-24,Changed my mind,64.67,Completed
R0001277,O0015181,S0022,2024-05-06,Changed my mind,96.85,Pending
R0002191,O0024674,S0034,2024-09-26,Quality below expectation,62.19,Completed
R0002524,O0027460,S0037,2025-11-07,Late delivery,21.2,Completed
R0004400,O0042570,S0060,2024-02-11,Wrong item shipped,67.54,Completed
R0001607,O0018131,S0025,2025-11-06,Item not as described,36.13,Completed
R0000579,O0006212,S0010,2025-04-08,Late delivery,36.5,Complete
R0000191,O0002037,S0004,2024-02-24,Wrong item shipped,25.61,Completed
R0000038,O0000696,S0002,2024-10-05,Item not as described,53.05,Completed
R0001457,O0017364,S0024,2025-08-30,Changed my mind,17.38,Completed
R0004053,O0040145,S0057,2024-01-28,Counterfeit suspected,69.27,Completed
R0000600,O0006340,S0010,2025-08-12,Damaged on arrival,53.13,Completed
R0002733,O0028862,S0040,2024-12-12,Damaged on arrival,53.77,Complete
R0001301,O0015295,S0022,2024-07-20,Changed my mind,40.57,Completed
R0002017,O0022945,S0032,2024-05-18,Changed my mind,20.79,Completed
R0001603,O0018101,S0025,2025-09-26,Missing parts/accessories,30.85,Completed
R0003766,O0038298,S0054,2024-01-20,Quality below expectation,35.95,Pending
R0002348,O0025730,S0035,2025-09-14,Missing parts/accessories,25.47,Complete
R0003026,O0031593,S0045,2024-04-12,Changed my mind,46.87,Completed
R0001507,O0017649,S0025,2024-07-31,Quality below expectation,106.56,Pending
R0001308,O0015398,S0022,2024-10-14,Damaged on arrival,28.19,Completed
R0002505,O0027216,S0037,2025-01-20,Item not as described,72.8,Completed
R0001858,O0020866,S0029,2024-08-09,Counterfeit suspected,66.27,Completed
R0002627,O0028429,S0039,2025-03-11,Damaged on arrival,34.7,Completed
R0001816,O0020628,S0029,2024-02-04,Item not as described,48.24,Complete
R0001940,O0021718,S0030,2024-10-01,Size/fit issue,32.7,Completed
R0002498,O0027179,S0037,2024-12-24,Changed my mind,57.61,Completed
R0000345,O0004167,S0006,2025-12-01,Size/fit issue,101.75,Completed
R0002069,O0023601,S0032,2025-09-07,Counterfeit suspected,76.05,Pending
R0001085,O0013087,S0019,2024-06-10,Better price found elsewhere,59.54,Complete
R0000245,O0002845,S0005,2024-11-08,Changed my mind,73.95,Completed
R0004007,O0039375,S0055,2024-11-15,Quality below expectation,27.04,Completed
R0000322,O0003984,S0006,2025-07-01,Unknown,29.72,Completed
R0002461,O0026949,S0037,2024-03-26,Changed my mind,22.32,Completed
R0004288,O0041867,S0059,2024-01-29,Missing parts/accessories,59.57,Pending
R0001153,O0014201,S0020,2025-03-03,Size/fit issue,62.2,Rejected
R0000192,O0002051,S0004,2024-03-31,Changed my mind,17.7,Rejected
R0002719,O0028787,S0040,2024-08-23,Missing parts/accessories,47.14,Pending
R0003489,O0035261,S0049,2025-11-04,Size/fit issue,8.67,Pending
R0001448,O0017170,S0024,2025-02-06,Size/fit issue,50.37,Pending
R0001766,O0019661,S0028,2024-04-15,Wrong item shipped,27.82,Pending
R0000544,O0005964,S0010,2024-10-21,Missing parts/accessories,78.28,Completed
R0003538,O0035624,S0050,2024-12-31,Changed my mind,43.24,Completed
R0003414,O0034978,S0049,2025-02-18,Unknown,16.86,Complete
R0001061,O0012915,S0019,2024-03-10,Changed my mind,28.31,Completed
R0002202,O0024723,S0034,2024-10-21,Changed my mind,36.86,Completed
R0002463,O0026956,S0037,2024-03-15,Wrong item shipped,65.16,Completed
R0001368,O0016127,S0023,2024-05-25,Item not as described,92.45,Complete
R0001622,O0018196,S0025,2025-12-19,Damaged on arrival,90.06,Completed
R0001654,O0018397,S0026,2024-09-25,Better price found elsewhere,11.69,Completed
R0001511,O0017687,S0025,2024-10-04,Damaged on arrival,35.06,Completed
R0003614,O0036056,S0051,2024-03-09,Wrong item shipped,67.63,Pending
R0002312,O0025303,S0035,2024-05-23,Wrong item shipped,69.93,Rejected
R0000219,O0002536,S0004,2025-10-23,Size/fit issue,26.29,Completed
R0003522,O0035452,S0050,2024-06-26,Better price found elsewhere,62.56,Completed
R0003528,O0035503,S0050,2024-07-18,Missing parts/accessories,76.83,Completed
R0002090,O0023768,S0033,2024-03-31,Size/fit issue,59.92,Completed
R0001482,O0017548,S0025,2024-04-21,Missing parts/accessories,40.19,Completed
R0002989,O0031294,S0044,2025-07-15,Quality below expectation,33.61,Completed
R0000979,O0012121,S0017,2025-08-20,Counterfeit suspected,84.28,Complete
R0004130,O0040767,S0057,2025-08-19,Counterfeit suspected,16.81,Completed
R0003166,O0032738,S0046,2024-07-20,Better price found elsewhere,14.67,Pending
R0001582,O0018013,S0025,2025-07-03,Late delivery,94.68,Completed
R0003214,O0033611,S0047,2024-11-03,Changed my mind,70.67,Completed
R0002102,O0023867,S0033,2024-07-12,Damaged on arrival,38.74,Rejected
R0003430,O0035038,S0049,2025-04-19,Size/fit issue,48.42,Completed
R0002028,O0023096,S0032,2024-08-31,Better price found elsewhere,45.61,Completed
R0004297,O0041967,S0059,2024-05-07,Item not as described,69.08,Pending
R0000584,O0006230,S0010,2025-04-18,Better price found elsewhere,82.71,Complete
R0002431,O0026331,S0036,2024-12-16,Item not as described,52.33,Completed
R0002008,O0022864,S0032,2024-02-29,Missing parts/accessories,23.78,Completed
R0001662,O0018447,S0026,2024-11-20,Item not as described,21.09,Complete
R0000399,O0004568,S0007,2025-12-20,Counterfeit suspected,58.4,Completed
R0000839,O0010093,S0015,2024-12-07,Quality below expectation,34.57,Completed
R0002418,O0026235,S0036,2024-10-06,Late delivery,85.45,Completed
R0002177,O0024538,S0034,2024-04-25,Item not as described,16.56,Completed
R0000692,O0007869,S0012,2024-09-18,Changed my mind,52.72,Completed
R0003958,O0039062,S0054,2025-10-06,Missing parts/accessories,48.18,Completed
R0003202,O0033320,S0046,2025-12-15,Better price found elsewhere,36.1,Completed
R0003429,O0035023,S0049,2025-03-18,Missing parts/accessories,59.87,Completed
R0003330,O0034667,S0049,2024-05-13,Item not as described,33.45,Rejected
R0002646,O0028486,S0039,2025-06-19,Late delivery,28.8,Complete
R0003491,O0035264,S0049,2025-11-21,Wrong item shipped,24.44,Completed
R0002978,O0031061,S0044,2024-09-05,Damaged on arrival,37.47,Pending
R0003266,O0034270,S0048,2025-02-26,Changed my mind,46.58,Complete
R0002975,O0031037,S0044,2024-08-08,Quality below expectation,77.15,Pending
R0003418,O0034987,S0049,2025-03-03,Item not as described,91.47,Completed
R0000196,O0002159,S0004,2024-07-31,Changed my mind,25.56,Completed
R0000003,O0000135,S0001,2024-07-26,Item not as described,43.43,Pending
R0003865,O0038668,S0054,2024-12-07,Late delivery,46.72,Pending
R0003074,O0032009,S0045,2025-02-17,Late delivery,21.46,Completed
R0003974,O0039125,S0054,2025-11-17,Unknown,44.68,Completed
R0001884,O0021128,S0029,2025-04-27,Unknown,29.19,Pending
R0003643,O0036232,S0051,2024-07-23,Damaged on arrival,14.7,Complete
R0002611,O0028351,S0039,2024-09-20,Quality below expectation,68.73,Completed
R0002064,O0023499,S0032,2025-07-25,Size/fit issue,92.97,Complete
R0000382,O0004445,S0007,2025-04-29,Size/fit issue,90.46,Completed
R0000902,O0011156,S0016,2025-07-03,Changed my mind,38.92,Complete
R0001968,O0022284,S0030,2025-12-14,Changed my mind,54.67,Pending
R0002731,O0028846,S0040,2024-12-05,Counterfeit suspected,38.13,Completed
R0000081,O0001265,S0003,2024-06-22,Quality below expectation,35.48,Pending
R0001784,O0019894,S0028,2024-09-16,Quality below expectation,37.28,Completed
R0000090,O0001399,S0003,2024-09-05,Item not as described,38.33,Completed
R0002193,O0024681,S0034,2024-10-04,Size/fit issue,35.2,Rejected
R0003885,O0038742,S0054,2025-01-20,Changed my mind,53.54,Completed
R0000132,O0001596,S0003,2025-02-14,Damaged on arrival,44.22,Completed
R0004414,O0042630,S0060,2024-04-30,Damaged on arrival,71.48,Completed
R0003835,O0038563,S0054,2024-09-02,Quality below expectation,14.82,Complete
R0002065,O0023551,S0032,2025-08-19,Missing parts/accessories,29.37,Complete
R0003188,O0032998,S0046,2025-03-15,Counterfeit suspected,27.11,Rejected
R0000172,O0001758,S0003,2025-06-23,Changed my mind,71.19,Completed
R0004293,O0041946,S0059,2024-04-20,Counterfeit suspected,38.31,Completed
R0001903,O0021513,S0030,2024-03-12,Damaged on arrival,58.45,Pending
R0001144,O0014051,S0020,2024-08-22,Late delivery,53.73,Completed
R0001388,O0016683,S0023,2025-08-08,Damaged on arrival,21.73,Completed
R0000905,O0011188,S0016,2025-07-24,Damaged on arrival,80.34,Pending
R0003973,O0039117,S0054,2025-11-20,Damaged on arrival,64.68,Completed
R0001408,O0016808,S0023,2025-10-25,Changed my mind,79.57,Completed
R0000149,O0001695,S0003,2025-05-09,Better price found elsewhere,69.31,Completed
R0001908,O0021532,S0030,2024-04-27,Changed my mind,100.26,Completed
R0003117,O0032449,S0045,2025-12-30,Wrong item shipped,37.3,Pending
R0001070,O0012992,S0019,2024-04-19,Better price found elsewhere,27.41,Complete
R0000447,O0005259,S0009,2024-10-05,Changed my mind,19.33,Completed
R0000472,O0005590,S0010,2024-02-08,Counterfeit suspected,56.73,Completed
R0003021,O0031580,S0045,2024-04-30,Damaged on arrival,39.24,Rejected
R0001548,O0017872,S0025,2025-02-09,Quality below expectation,28.51,Completed
R0000607,O0006406,S0010,2025-09-14,Missing parts/accessories,113.4,Completed
R0000088,O0001366,S0003,2024-09-13,Wrong item shipped,53.97,Complete
R0003485,O0035241,S0049,2025-10-28,Late delivery,51.15,Completed
R0003560,O0035773,S0050,2025-04-07,Changed my mind,41.4,Completed
R0001100,O0013230,S0019,2024-09-30,Changed my mind,36.27,Completed
R0000337,O0004137,S0006,2025-11-04,Changed my mind,62.21,Completed
R0001523,O0017776,S0025,2025-01-06,Quality below expectation,21.43,Completed
R0002466,O0026976,S0037,2024-04-19,Size/fit issue,64.82,Completed
R0003492,O0035266,S0049,2025-11-25,Damaged on arrival,36.42,Completed
R0000344,O0004165,S0006,2025-11-25,Size/fit issue,37.83,Rejected
R0003653,O0036287,S0051,2024-10-07,Quality below expectation,21.67,Complete
R0002856,O0029524,S0041,2025-10-14,Quality below expectation,59.81,Completed
R0001680,O0018599,S0026,2025-06-23,Changed my mind,16.54,Completed
R0003853,O0038626,S0054,2024-10-20,Damaged on arrival,89.47,Completed
R0001337,O0015847,S0022,2025-09-14,Better price found elsewhere,62.48,Completed
R0001614,O0018167,S0025,2025-11-07,Item not as described,70.27,Completed
R0000483,O0005618,S0010,2024-02-12,Wrong item shipped,41.71,Rejected
R0002553,O0027728,S0038,2024-08-18,Counterfeit suspected,37.77,Completed
R0002352,O0025745,S0035,2025-08-23,Late delivery,43.61,Completed
R0003661,O0036343,S0051,2024-10-29,Missing parts/accessories,41.24,Complete
R0000460,O0005558,S0010,2024-02-04,Item not as described,29.57,Complete
R0004075,O0040421,S0057,2024-09-22,Unknown,44.64,Complete
R0000875,O0010678,S0016,2024-06-30,Quality below expectation,39.25,Completed
R0002222,O0024846,S0034,2025-03-07,Damaged on arrival,12.87,Completed
R0000960,O0011962,S0017,2025-05-06,Size/fit issue,21.89,Completed
R0002711,O0028748,S0040,2024-06-26,Damaged on arrival,39.36,Pending
R0001827,O0020693,S0029,2024-03-31,Item not as described,37.76,Pending
R0003689,O0037048,S0052,2024-05-21,Unknown,23.98,Completed
R0001875,O0020947,S0029,2024-10-26,Changed my mind,23.59,Completed
R0004271,O0041655,S0058,2025-08-28,Counterfeit suspected,36.37,Rejected
R0000513,O0005818,S0010,2024-06-21,Size/fit issue,62.63,Pending
R0002158,O0024379,S0033,2026-01-05,Better price found elsewhere,58.36,Completed
R0002835,O0029338,S0041,2024-11-01,Size/fit issue,55.65,Completed
R0001829,O0020706,S0029,2024-03-30,Missing parts/accessories,29.13,Complete
R0003003,O0031454,S0045,2024-01-20,Changed my mind,23.69,Completed
R0001271,O0015151,S0022,2024-04-11,Changed my mind,90.8,Rejected
R0000590,O0006257,S0010,2025-06-02,Changed my mind,7.49,Completed
R0003375,O0034826,S0049,2024-10-01,Missing parts/accessories,44.79,Completed
R0000064,O0001118,S0003,2024-02-17,Late delivery,83.19,Completed
R0000718,O0008476,S0013,2024-01-15,Changed my mind,48.76,Completed
R0002817,O0029189,S0040,2025-12-24,Better price found elsewhere,52.79,Pending
R0001436,O0017027,S0024,2024-07-01,Counterfeit suspected,99.52,Completed
R0003384,O0034880,S0049,2024-12-07,Wrong item shipped,38.25,Completed
R0003569,O0035817,S0050,2025-05-25,Item not as described,24.32,Complete
R0003620,O0036099,S0051,2024-03-23,Counterfeit suspected,27.79,Pending
R0000571,O0006171,S0010,2025-03-25,Late delivery,34.27,Completed
R0003548,O0035672,S0050,2025-01-22,Wrong item shipped,93.7,Rejected
R0003302,O0034555,S0049,2024-01-27,Item not as described,31.19,Completed
R0003979,O0039137,S0054,2025-11-28,Missing parts/accessories,64.13,Completed
R0004101,O0040626,S0057,2025-05-01,Wrong item shipped,13.31,Rejected
R0002908,O0030130,S0042,2025-03-17,Better price found elsewhere,18.56,Rejected
R0003985,O0039158,S0054,2025-12-03,Damaged on arrival,41.85,Pending
R0003707,O0037336,S0052,2025-01-07,Counterfeit suspected,46.04,Completed
R0001017,O0012439,S0018,2024-08-03,Missing parts/accessories,59.43,Completed
R0000102,O0001454,S0003,2024-12-01,Wrong item shipped,31.33,Completed
R0001151,O0014191,S0020,2025-01-09,Size/fit issue,29.89,Rejected
R0001624,O0018199,S0025,2025-12-22,Counterfeit suspected,68.32,Completed
R0003248,O0034008,S0048,2024-04-18,Missing parts/accessories,41.78,Completed
R0002445,O0026618,S0036,2025-07-10,Missing parts/accessories,42.82,Completed
R0004027,O0039699,S0056,2024-04-28,Better price found elsewhere,106.46,Rejected
R0001335,O0015841,S0022,2025-09-30,Quality below expectation,46.45,Rejected
R0000392,O0004531,S0007,2025-10-16,Unknown,35.99,Pending
R0001700,O0018774,S0027,2024-01-25,Quality below expectation,9.95,Completed
R0001948,O0021824,S0030,2025-01-13,Wrong item shipped,63.21,Completed
R0000158,O0001713,S0003,2025-06-01,Better price found elsewhere,62.93,Completed
R0000984,O0012169,S0017,2025-09-17,Size/fit issue,71.45,Completed
R0004107,O0040656,S0057,2025-05-10,Changed my mind,30.4,Completed
R0000177,O0001824,S0003,2025-08-20,Counterfeit suspected,33.73,Complete
R0004081,O0040510,S0057,2025-02-15,Quality below expectation,16.34,Completed
R0000519,O0005834,S0010,2024-07-11,Missing parts/accessories,37.89,Rejected
R0002482,O0027074,S0037,2024-08-23,Wrong item shipped,39.02,Completed
R0001379,O0016418,S0023,2024-12-20,Missing parts/accessories,33.8,Completed
R0003733,O0037747,S0052,2025-10-21,Counterfeit suspected,43.18,Completed
R0001518,O0017743,S0025,2024-11-28,Counterfeit suspected,65.48,Completed
R0003404,O0034938,S0049,2025-01-21,Better price found elsewhere,45.9,Complete
R0002556,O0027754,S0038,2024-09-15,Missing parts/accessories,22.95,Completed
R0003010,O0031519,S0045,2024-03-07,Size/fit issue,61.16,Complete
R0000852,O0010296,S0015,2025-07-10,Unknown,24.15,Completed
R0004367,O0042430,S0059,2025-10-04,Wrong item shipped,15.28,Complete
R0003720,O0037507,S0052,2025-04-12,Better price found elsewhere,65.75,Pending
R0004250,O0041567,S0058,2025-07-01,Changed my mind,51.38,Completed
R0001041,O0012646,S0018,2025-04-30,Wrong item shipped,48.39,Completed
R0000665,O0007324,S0011,2025-08-24,Item not as described,58.44,Complete
R0001715,O0018868,S0027,2024-04-28,Changed my mind,76.35,Complete
R0002701,O0028719,S0040,2024-06-18,Damaged on arrival,43.84,Completed
R0003215,O0033613,S0047,2024-11-16,Size/fit issue,73.63,Completed
R0002369,O0025875,S0035,2025-12-12,Counterfeit suspected,58.18,Complete
R0003426,O0035003,S0049,2025-03-22,Damaged on arrival,69.94,Completed
R0003971,O0039110,S0054,2025-10-28,Size/fit issue,21.14,Complete
R0002137,O0024158,S0033,2025-05-05,Better price found elsewhere,47.46,Completed
R0002559,O0027791,S0038,2024-10-28,Better price found elsewhere,56.34,Completed
R0004171,O0040920,S0057,2025-12-17,Item not as described,36.91,Completed
R0000338,O0004144,S0006,2025-11-20,Changed my mind,39.46,Completed
R0004140,O0040791,S0057,2025-10-05,Size/fit issue,24.7,Complete
R0002561,O0027795,S0038,2024-12-09,Counterfeit suspected,49.77,Pending
R0002601,O0028302,S0039,2024-07-18,Better price found elsewhere,43.76,Completed
R0000054,O0001080,S0003,2024-02-12,Quality below expectation,83.47,Rejected
R0003455,O0035115,S0049,2025-06-20,Wrong item shipped,85.0,Complete
R0004077,O0040451,S0057,2024-11-24,Counterfeit suspected,45.22,Completed
R0004000,O0039200,S0054,2026-01-05,Wrong item shipped,24.69,Pending
R0001384,O0016581,S0023,2025-05-03,Quality below expectation,32.07,Complete
R0002156,O0024375,S0033,2025-12-28,Size/fit issue,50.54,Pending
R0000009,O0000260,S0001,2025-01-29,Better price found elsewhere,37.86,Completed
R0004286,O0041726,S0058,2025-10-03,Quality below expectation,73.38,Completed
R0002086,O0023755,S0033,2024-03-13,Damaged on arrival,33.65,Rejected
R0002221,O0024843,S0034,2025-02-18,Size/fit issue,74.1,Completed
R0001052,O0012797,S0018,2025-11-03,Missing parts/accessories,36.76,Completed
R0004010,O0039435,S0055,2025-02-01,Size/fit issue,33.63,Completed
R0003114,O0032412,S0045,2025-12-14,Quality below expectation,82.95,Completed
R0002589,O0028234,S0039,2024-01-16,Wrong item shipped,51.75,Completed
R0001913,O0021563,S0030,2024-06-17,Wrong item shipped,19.56,Completed
R0003515,O0035417,S0050,2024-04-29,Size/fit issue,81.05,Completed
R0001082,O0013083,S0019,2024-06-28,Missing parts/accessories,39.01,Complete
R0004132,O0040773,S0057,2025-09-01,Changed my mind,66.38,Complete
R0002398,O0026120,S0036,2024-08-06,Changed my mind,28.85,Completed
R0001644,O0018351,S0026,2024-07-31,Item not as described,33.51,Pending
R0003154,O0032645,S0046,2024-05-24,Better price found elsewhere,50.12,Completed
R0000849,O0010245,S0015,2025-05-20,Size/fit issue,50.94,Complete
R0004172,O0040921,S0057,2025-12-10,Damaged on arrival,50.7,Complete
R0000521,O0005840,S0010,2024-07-15,Missing parts/accessories,36.3,Complete
R0000993,O0012217,S0017,2025-10-28,Changed my mind,19.63,Completed
R0001192,O0014698,S0021,2024-10-25,Changed my mind,31.43,Rejected
R0002610,O0028347,S0039,2024-08-19,Quality below expectation,65.02,Completed
R0003667,O0036371,S0051,2024-12-01,Wrong item shipped,46.3,Completed
R0001840,O0020793,S0029,2024-07-12,Quality below expectation,36.38,Completed
R0004109,O0040661,S0057,2025-05-28,Changed my mind,78.08,Completed
R0000467,O0005575,S0010,2024-01-14,Item not as described,59.3,Pending
R0003303,O0034556,S0049,2024-01-04,Size/fit issue,20.4,Completed
R0002285,O0025142,S0034,2025-11-27,Wrong item shipped,36.89,Rejected
R0000896,O0011071,S0016,2025-04-09,Size/fit issue,102.46,Completed
R0001064,O0012954,S0019,2024-03-29,Missing parts/accessories,12.96,Completed
R0000538,O0005922,S0010,2024-10-16,Size/fit issue,58.0,Complete
R0001853,O0020849,S0029,2024-07-11,Item not as described,31.35,Completed
R0003972,O0039112,S0054,2025-11-28,Unknown,67.19,Complete
R0000303,O0003792,S0006,2025-02-14,Better price found elsewhere,48.93,Completed
R0000267,O0003265,S0005,2025-12-29,Size/fit issue,72.74,Rejected
R0000655,O0007106,S0011,2025-02-20,Item not as described,63.2,Completed
R0003323,O0034640,S0049,2024-05-01,Item not as described,71.3,Rejected
R0003422,O0034992,S0049,2025-03-08,Better price found elsewhere,78.8,Completed
R0001498,O0017610,S0025,2024-07-20,Changed my mind,52.14,Completed
R0004016,O0039496,S0055,2025-06-07,Item not as described,15.07,Completed
R0003595,O0035951,S0050,2025-12-07,Quality below expectation,102.95,Complete
R0003349,O0034742,S0049,2024-07-30,Quality below expectation,41.17,Complete
R0003321,O0034634,S0049,2024-04-05,Item not as described,50.34,Complete
R0000855,O0010344,S0015,2025-09-13,Late delivery,40.0,Completed
R0000649,O0006963,S0011,2024-11-16,Size/fit issue,88.96,Complete
R0000085,O0001315,S0003,2024-07-25,Unknown,17.21,Completed
R0000626,O0006483,S0010,2025-12-06,Unknown,48.88,Complete
R0003525,O0035482,S0050,2024-08-07,Changed my mind,15.47,Completed
R0001223,O0014891,S0021,2025-08-02,Counterfeit suspected,86.79,Completed
R0000436,O0005184,S0009,2024-06-24,Wrong item shipped,46.94,Completed
R0002694,O0028687,S0040,2024-05-27,Wrong item shipped,37.93,Rejected
R0004312,O0042143,S0059,2024-10-05,Better price found elsewhere,44.0,Completed
R0002233,O0024917,S0034,2025-04-12,Changed my mind,13.21,Completed
R0002901,O0030113,S0042,2025-03-22,Counterfeit suspected,81.67,Completed
R0000055,O0001092,S0003,2024-02-10,Changed my mind,52.53,Completed
R0002714,O0028762,S0040,2024-08-02,Item not as described,54.35,Completed
R0002390,O0026074,S0036,2024-05-24,Missing parts/accessories,94.97,Completed
R0002157,O0024376,S0033,2025-12-24,Wrong item shipped,47.16,Pending
R0001156,O0014263,S0020,2025-04-17,Better price found elsewhere,17.54,Pending
R0001540,O0017819,S0025,2025-01-21,Counterfeit suspected,83.66,Completed
R0003064,O0031982,S0045,2025-03-11,Quality below expectation,24.82,Completed
R0004381,O0042492,S0059,2025-10-23,Item not as described,54.82,Completed
R0002081,O0023736,S0033,2024-01-30,Unknown,90.21,Completed
R0004177,O0040951,S0058,2024-01-27,Changed my mind,42.86,Rejected
R0002386,O0026033,S0036,2024-04-29,Better price found elsewhere,45.89,Complete
R0003698,O0037210,S0052,2024-10-07,Better price found elsewhere,41.99,Completed
R0001599,O0018075,S0025,2025-08-29,Unknown,96.39,Completed
R0003981,O0039148,S0054,2025-11-23,Quality below expectation,37.39,Completed
R0003025,O0031592,S0045,2024-04-23,Better price found elsewhere,33.54,Completed
R0004157,O0040871,S0057,2025-11-10,Damaged on arrival,26.07,Rejected
R0000705,O0008180,S0012,2025-05-28,Changed my mind,19.23,Pending
R0002282,O0025134,S0034,2025-10-26,Wrong item shipped,65.97,Completed
R0003111,O0032346,S0045,2025-11-01,Unknown,40.91,Completed
